"","country","ccode","year","month","dates","elecViolence1","l.elecViolence1","elecViolence2","l.elecViolence2","regimetenure","pcgdp","growth","logIMR","lnpop2","logpredict","SPI","lexconst","lpolity2","lpolcomp","tae1","nvio1","tae2","nvio2","political_violence","gov_democracy","gov_interim","logtenure","dem_duration","regav_dem","regav_pcgdp","regav_IMR","regav_growth","gdpdiff","del_reggdp","del_regten","del_regdem","growthdiff","del_reggrow"
"2208","Angola",540,2017,8,"8/23/2017","vio",1,"peace",1,456,4401.430176,1.26313448,4.564348221,105.114745,0.00143519,0.5649231,3,-2,8,1,2,1,2,-0.357224494,0,0,6.12468338,0,1.183788783,2303.924805,7.952623884,1.058733658,1.867986202,0.054265782,0.048562881,0.07065507,1.105558395,0.086445533
"2209","Norway",385,2017,9,"9/11/2017","peace",0,"peace",0,48,73615.14844,1.043400526,0.693147182,74.17397679,0.000338133,0.177382183,7,10,10,11,0,11,0,-0.360058278,1,0,3.891820192,4.895349026,3.189988816,26722.42188,7.445431018,1.083270399,2.825853109,-0.378715515,0.005812656,0.009712659,0.985938191,0.069913089
"2210","Singapore",830,2017,9,"9/13/2017","peace",0,"peace",0,158,53880.13281,1.017363429,0.74193728,75.2083631,0.000299961,0.775749972,3,-2,2,5,2,5,2,-0.360058278,0,0,5.0689044,0,1.920320554,9165.419922,7.579808135,1.056342691,6.545260429,0.81017375,0.054960765,0.082594931,1.00594461,0.047884248
"2211","New Zealand",920,2017,9,"9/23/2017","peace",0,"peace",0,10,41629.32813,1.087554336,1.54756248,72.47895517,0.000578149,0.615479454,7,10,10,15,0,15,0,-0.360058278,1,0,2.397895336,4.706522465,1.920320554,9165.419922,7.579808135,1.056342691,4.51155138,0.81017375,0.054960765,0.082594931,1.004154205,0.047884248
"2212","Liberia",450,2017,10,"10/10/2017","peace",0,"peace",0,142,474.9840088,0.994551778,3.96651125,71.37764638,0.003635561,-0.555033936,6,6,8,5,1,4,1,-0.360058278,1,0,4.962844849,2.545531273,1.194602983,2303.924805,7.952623884,1.058733658,0.327555418,0.022098752,0.041972335,0.083683454,0.922843397,0.085738055
"2213","Austria",305,2017,10,"10/15/2017","peace",0,"peace",0,18,46435.92969,1.049804211,1.064710736,82.74685732,0.00041859,1.060756,7,10,10,22,0,22,0,-0.360058278,1,0,2.944438934,4.143134594,3.244713352,27576.61719,7.428046932,1.082913149,1.718262672,-0.346183002,0.048928179,0.03320251,0.970074296,0.06862963
"2214","Kyrgyz Republic",703,2017,10,"10/15/2017","peace",0,"peace",0,71,1139.569946,1.062288404,2.944438934,76.69884548,0.00106105,0.768806197,7,8,7,3,10,3,10,-0.357012212,0,0,4.276666164,0,1.983898605,9896.893555,7.58816524,1.056438892,0.124397621,0.868139446,0.084211692,0.093122832,1.050277472,0.047505468
"2215","Czech Republic",316,2017,10,"10/21/2017","peace",0,"peace",0,46,19818.35938,1.070815206,1.029619455,86.15942898,0.000548548,1.286751336,7,9,9,26,0,26,0,-0.360058278,1,0,3.850147486,3.251665592,3.244713352,27576.61719,7.428046932,1.082913149,0.7401191,-0.346183002,0.048928179,0.03320251,1.019586086,0.06862963
"2216","Argentina",160,2017,10,"10/22/2017","peace",0,"peace",0,23,14061.75,1.125488281,2.406945229,114.4458359,0.000590362,0.623665563,7,9,9,17,2,18,0,-0.360058278,1,0,3.178053856,3.555348158,3.321614657,11917.65039,7.123162008,1.038862503,1.224067688,0.033119321,0.029753624,0.042346612,1.099384189,0.056433212
"2217","Japan",740,2017,10,"10/22/2017","peace",0,"peace",0,59,38550.09375,0.991447449,0.693147182,138.0498603,0.000567169,0.193437023,7,10,10,25,0,25,0,-0.302183151,1,0,4.094344616,4.212127686,1.983898605,9896.893555,7.58816524,1.056438892,3.874348879,0.868139446,0.084211692,0.093122832,0.935334861,0.047505468
"2218","Kenya",501,2017,10,"10/26/2017","vio",1,"vio",1,55,1677.699829,1.081194162,3.569532633,115.6924704,0.003274542,-0.004875104,7,9,9,1,5,1,2,0.019066282,1,0,4.025351524,2.762117386,1.194602983,2303.924805,7.952623884,1.058733658,0.735766232,0.022098752,0.041972335,0.083683454,1.026754737,0.085738055
"2219","Slovenia",349,2017,11,"11/12/2017","peace",0,"peace",0,39,23276.5,1.074229479,0.74193728,59.4266389,0.000353632,0.5300439,7,10,10,15,0,15,0,-0.360058278,1,0,3.68887949,3.295836926,3.226780666,28117.58594,7.351656455,1.084801478,0.835855901,-0.293311596,0.078617439,0.113308221,1.001367331,0.069180943
"2220","Equatorial Guinea",411,2017,11,"11/12/2017","vio",1,"vio",1,460,11948.11035,0.963603854,4.222444534,47.77809319,0.000993434,0.207082302,1,-6,2,1,12,1,12,-0.360058278,0,0,6.133398056,0,1.174452423,2287.274414,7.951680255,1.0588453,4.237506866,0.058514703,0.062348787,0.043927364,0.995367587,0.086557172
"2221","Chile",483,2017,11,"11/19/2017","peace",0,"peace",0,45,14314.75,1.054415822,1.945910096,96.60135783,0.000675965,-0.046040047,7,10,10,13,1,13,1,-0.287782192,0,0,5.783825397,0,1.174452423,2287.274414,7.951680255,1.0588453,0.354912788,0.058514703,0.062348787,0.043927364,0.900327146,0.086557172
"2222","Honduras",91,2017,11,"11/26/2017","vio",1,"vio",1,47,2729.780273,1.046341896,2.856470108,81.80348688,0.000881452,0.351946418,5,5,8,1,3,1,1,-0.351942033,1,0,3.871201038,3.610917807,3.325301181,11917.65039,7.123162008,1.038862503,0.209057167,0.033119321,0.029658157,0.043796934,1.006571531,0.056433212
"2223","Honduras",91,2017,11,"11/26/2017","vio",1,"vio",1,47,2729.780273,1.046341896,2.856470108,81.80348688,0.000881452,0.351946418,5,5,8,1,3,1,1,-0.351942033,1,0,3.871201038,3.610917807,3.325301181,11917.65039,7.123162008,1.038862503,0.209057167,0.033119321,0.029658157,0.043796934,1.006571531,0.056433212
"2224","Nepal",790,2017,12,"12/7/2017","vio",1,"peace",0,7,824.2289429,1.12483108,3.380994558,105.8381975,0.001387519,0.236687515,6,6,7,1,5,2,1,-0.34482798,1,0,2.079441547,2.538973808,1.927865308,9165.419922,7.579808135,1.056342691,0.092631981,0.673557639,0.021476852,-0.069647364,1.099513531,0.046637133
"2225","Chile",483,2017,12,"12/17/2017","peace",0,"peace",0,46,14314.75,1.054415822,1.945910096,96.60135783,0.00063998,0.017158004,7,10,10,14,1,14,1,-0.287782192,0,0,5.786897182,0,1.20496153,2303.924805,7.952623884,1.058733658,0.352347851,0.054265782,0.04495712,0.068933345,0.900422096,0.086445533
"2226","Liberia",450,2017,12,"12/26/2017","peace",0,"peace",0,144,474.9840088,0.994551778,3.96651125,71.37764638,0.006533953,-0.573156541,6,6,8,6,1,5,1,-0.360058278,1,0,4.976733685,2.55851841,1.20496153,2303.924805,7.952623884,1.058733658,0.327555418,0.054265782,0.04495712,0.068933345,0.922843397,0.086445533
"2227","Czech Republic",316,2018,1,"1/27/2018","peace",0,"peace",0,2,22467.89063,1.133690715,1.029619455,86.20431551,0.00036092,1.421179101,7,9,9,27,0,27,0,-0.360058278,1,0,1.098612309,3.261296511,3.21437299,35470.45703,7.163969668,1.093592104,0.64420706,0.268282652,0.030692954,0.006544563,1.023750901,0.008389323
"2228","Finland",375,2018,1,"1/28/2018","peace",0,"peace",0,33,49206.64844,1.076899409,0.641853869,74.75436984,0.000404949,-0.753346361,7,10,10,23,0,23,0,-0.353966177,1,0,3.526360512,2.935628414,3.21437299,35470.45703,7.163969668,1.093592104,1.405254483,0.268282652,0.030692954,0.006544563,0.992194176,0.008389323
"2229","Cyprus",352,2018,2,"2/4/2018","peace",0,"peace",0,61,26742,1.080879569,0.91629076,47.98333624,0.000284473,-0.009891078,7,10,10,20,1,21,1,-0.360058278,0,0,4.127134323,0,3.216448092,35470.45703,7.163969668,1.093592104,0.798972785,0.28639701,0.030873304,0.025312183,0.998447478,0.010058655
"2230","Costa Rica",94,2018,2,"2/4/2018","peace",0,"peace",0,46,12144.50977,1.024266243,2.140066147,73.19067366,0.00050012,-0.065685239,7,10,10,13,0,13,0,-0.360058278,1,0,3.850147486,4.237723351,3.336297748,11874.47559,6.967359841,1.008912711,0.989049077,-0.498541683,0.136452302,0.147904068,0.985648751,-0.029973133
"2231","Djibouti",522,2018,2,"2/23/2018","peace",0,"peace",0,226,2186.949951,1.072081566,3.992681026,50.39308589,0.001014555,-0.190413878,4,3,5,2,5,2,5,-0.360058278,0,0,5.424950123,0,1.262745987,2355.45166,7.960530448,1.055588876,0.885121167,-0.934323788,0.103025988,0.114885606,0.993110478,-0.003144782
"2232","Italy",325,2018,3,"3/4/2018","vio",0,"peace",0,16,33725.01172,1.066616654,1.064710736,121.3908524,0.000873635,-0.172043452,7,10,10,10,1,12,0,-0.360058278,1,0,2.833213329,4.293878078,3.157115563,34556.76172,7.192711536,1.093977309,0.991422176,0.269778639,0.009513187,-0.036180597,0.974628866,0.010443862
"2233","El Salvador",92,2018,3,"3/4/2018","peace",0,"peace",0,46,4497.689941,1.045196533,2.667228222,76.67678088,0.000677516,0.581989998,6,8,9,14,7,18,3,-0.360058278,1,0,3.850147486,3.39282918,3.325566644,11856.41699,6.905027637,1.011616748,0.330935568,-0.519584894,0.021777323,0.032723151,1.024112701,-0.027245754
"2234","Sierra Leone",451,2018,3,"3/7/2018","peace",0,"peace",0,127,616.84198,1.038624048,4.467056751,78.0049613,0.003883337,-0.806192428,6,7,8,2,5,2,2,-0.360058278,1,0,4.852030277,3.044522524,1.219670506,2273.373291,7.965923845,1.056179765,0.226933256,-0.998270512,0.093409948,0.065384798,0.965319514,-0.002553893
"2235","Colombia",100,2018,3,"3/11/2018","peace",0,"peace",0,92,6472.259766,1.037621856,2.610069752,117.0724553,0.000833547,0.495115769,6,7,7,10,14,26,0,-0.097509563,1,0,4.532599449,4.108138084,3.325566644,11856.41699,6.905027637,1.011616748,0.563782454,-0.519584894,0.021777323,0.032723151,1.044611573,-0.027245754
"2236","Cuba",40,2018,3,"3/11/2018","peace",0,"peace",0,122,0.000155239,1.054596782,1.386294365,90.01788968,0.000804922,0.031857975,3,-7,1,3,3,3,3,-0.360058278,0,0,4.812184334,0,3.325566644,11856.41699,6.905027637,1.011616748,1.06e-08,-0.519584894,0.021777323,0.032723151,1.042960167,-0.027245754
"2237","Russia",365,2018,3,"3/18/2018","peace",0,"peace",0,219,10630.2002,1.037270784,2.104134083,140.9926364,0.000813466,0.509628466,4,4,8,2,7,2,6,-0.03022866,0,0,5.393627644,0,3.157115563,34556.76172,7.192711536,1.093977309,0.327772886,0.269778639,0.009513187,-0.036180597,0.944513917,0.010443862
"2238","Turkmenistan",701,2018,3,"3/25/2018","peace",0,"peace",0,136,8273.360352,1.099878192,3.777348042,75.03522841,0.000650451,-0.151738978,1,-8,2,5,2,5,2,-0.360058278,0,0,4.919981003,0,1.935273401,9383.158203,7.436394268,1.044395697,0.814855754,-1.098820925,0.052141491,0.030679313,1.102127433,-0.011946995
"2239","Egypt",651,2018,3,"3/28/2018","peace",1,"peace",1,46,3734.631104,1.04772687,3.010620832,131.2732459,0.003790717,0.663647345,3,-4,2,1,16,1,12,2.626801014,0,0,3.850147486,0,0.744609039,16367.54199,6.57243614,1.067442817,0.157219082,0.917791426,0.074368112,0.028295729,0.966206789,0.044019852
"2240","Sierra Leone",451,2018,3,"3/31/2018","vio",0,"peace",0,127,616.84198,1.038624048,4.467056751,78.0049613,0.003883337,-0.806192428,6,7,8,3,5,3,2,-0.360058278,1,0,4.852030277,3.044522524,1.219670506,2273.373291,7.965923845,1.056179765,0.226933256,-0.998270512,0.093409948,0.065384798,0.965319514,-0.002553893
"2241","Costa Rica",94,2018,4,"4/1/2018","peace",0,"peace",0,48,12144.50977,1.024266243,2.140066147,73.19067366,0.00048748,-0.089345012,7,10,10,14,0,14,0,-0.360058278,1,0,3.891820192,4.240127087,3.239971527,11544.62891,6.993357271,1.010336363,1.017307639,-1.108328104,0.065198325,-0.057394084,0.984259903,-0.02852614
"2242","Hungary",310,2018,4,"4/8/2018","peace",1,"peace",0,96,14742.12012,1.095275998,1.667706847,84.75428752,0.000593742,0.391436312,7,10,10,10,4,10,2,-0.360058278,1,0,4.574710846,3.370165348,3.194432364,35113.55469,7.03472403,1.092909888,0.453494966,0.257045984,0.021498973,-0.037681535,1.021442533,0.009996739
"2243","Azerbaijan",373,2018,4,"4/11/2018","peace",1,"peace",1,177,4438.97998,1.083317399,3.328626633,84.47868808,0.000989355,-0.120146216,2,-7,2,1,8,1,7,-0.204249069,0,0,5.181783676,0,3.194432364,35113.55469,7.03472403,1.092909888,0.130126387,0.257045984,0.021498973,-0.037681535,0.995342195,0.009996739
"2244","Montenegro",341,2018,4,"4/15/2018","vio",0,"peace",0,18,7623.410156,1.078068495,1.458615065,44.41974559,0.000384699,-0.755952557,7,8,9,5,0,5,0,-0.360058278,1,0,2.944438934,2.55851841,3.194432364,35113.55469,7.03472403,1.092909888,0.246391445,0.257045984,0.021498973,-0.037681535,1.017587304,0.009996739
"2245","Bhutan",760,2018,4,"4/20/2018","peace",0,"peace",0,58,3217.320068,1.11448586,3.303216934,47.41603938,0.000668404,0.511339581,5,5,8,5,0,5,0,-0.360058278,1,0,4.077537537,2.397895336,1.937685527,9383.158203,7.436394268,1.044395697,0.342686325,-1.098820925,0.051658362,0.030406518,1.029380441,-0.011946995
"2246","Paraguay",150,2018,4,"4/22/2018","peace",0,"peace",0,57,4332.330078,1.046767473,2.862200975,78.92999418,0.000734412,0.360285119,7,9,9,6,4,9,3,-0.347874045,1,0,4.060442924,3.25488615,3.239971527,11544.62891,6.993357271,1.010336363,0.510957956,-1.108328104,0.065198325,-0.057394084,1.040753603,-0.02852614
"2247","Paraguay",150,2018,4,"4/22/2018","peace",0,"peace",0,57,4332.330078,1.046767473,2.862200975,78.92999418,0.000734412,0.360285119,7,9,9,6,4,9,3,-0.347874045,1,0,4.060442924,3.25488615,3.239971527,11544.62891,6.993357271,1.010336363,0.510957956,-1.108328104,0.065198325,-0.057394084,1.040753603,-0.02852614
"2248","Malaysia",820,2018,5,"5/9/2018","peace",1,"peace",0,110,10489.65039,1.085898638,1.791759491,108.2000257,0.000402191,0.827350331,5,6,7,1,3,4,2,-0.347671628,0,0,4.709530354,0,1.888527517,9418.581055,7.457799625,1.046228229,1.161719561,-1.087737083,-0.031149225,-0.078669891,1.064166903,-0.011068427
"2249","Malaysia",820,2018,5,"5/9/2018","peace",1,"peace",0,110,10489.65039,1.085898638,1.791759491,108.2000257,0.000402191,0.827350331,5,6,7,1,3,4,2,-0.347671628,1,0,4.709530354,0,1.888527517,9418.581055,7.457799625,1.046228229,1.161719561,-1.087737083,-0.031149225,-0.078669891,1.064166903,-0.011068427
"2250","Iraq",645,2018,5,"5/12/2018","peace",1,"peace",0,45,5091.22998,1.026857257,3.27714467,111.2754006,0.00201592,-0.406309058,6,6,7,1,4,3,3,27.00320053,1,0,3.828641415,2.00372982,0.748900092,16367.54199,6.57243614,1.067442817,0.362292022,0.917791426,0.07219632,0.027414871,1.066121221,0.044019852
"2251","East Timor",860,2018,5,"5/12/2018","vio",0,"peace",0,13,2240.110107,1.022904754,3.799973488,52.41260478,0.000694824,0.339674911,7,8,8,9,0,9,0,-0.360058278,1,0,2.639057398,2.838103294,1.888527517,9418.581055,7.457799625,1.046228229,0.258536816,-1.087737083,-0.031149225,-0.078669891,1.039186597,-0.011068427
"2252","Venezuela",101,2018,5,"5/20/2018","vio",1,"vio",1,63,6528.459961,0.953043163,2.557227373,107.6122102,0.001534015,-0.180003184,4,4,7,1,3,1,2,-0.339160383,0,0,4.158883095,0,3.382905644,12035.4668,6.973597713,1.008900794,0.280312359,-0.537428975,0.063523538,0.059805155,0.70882988,-0.029170722
"2253","Slovenia",349,2018,6,"6/3/2018","peace",0,"peace",0,46,25329.75,1.088211298,0.74193728,59.43356445,0.00034379,1.03690026,7,10,10,16,0,16,0,-0.360058278,1,0,3.850147486,3.317211628,3.267177458,35350.79297,7.179993346,1.092590836,0.742112637,0.300708443,-0.01556967,0.046813648,1.021649599,0.008840038
"2254","Colombia",100,2018,6,"6/17/2018","peace",0,"peace",0,95,6472.259766,1.037621856,2.610069752,117.0724553,0.000648267,0.280512538,6,7,7,11,14,27,0,-0.097509563,1,0,4.564348221,4.112238884,3.34963289,11874.47559,6.967359841,1.008912711,0.562925041,-0.570303142,0.046637721,0.043701336,1.047411323,-0.029949792
"2255","Turkey",640,2018,6,"6/24/2018","vio",1,"peace",1,184,11124.7002,1.06619513,2.45100522,127.9533888,0.004216025,-0.487658879,5,3,6,1,10,1,8,0.540342927,1,0,5.220355988,3.57187748,0.75100272,16367.54199,6.57243614,1.067442817,0.571022213,0.917791426,0.071169861,0.026998637,0.830935001,0.044019852
"2256","Turkey",640,2018,6,"6/24/2018","vio",1,"peace",1,184,11124.7002,1.06619513,2.45100522,127.9533888,0.004216025,-0.487658879,5,3,6,1,11,1,8,0.540342927,1,0,5.220355988,3.57187748,0.75100272,16367.54199,6.57243614,1.067442817,0.571022213,0.917791426,0.071169861,0.026998637,0.830935001,0.044019852
"2257","Mexico",70,2018,7,"7/1/2018","peace",1,"peace",0,68,10020.7998,1.08341527,2.42480278,137.7277208,0.000802997,0.425811043,6,8,9,1,3,16,0,-0.122602679,1,0,4.234106541,2.944438934,3.3528442,11874.47559,6.967359841,1.008912711,0.825926185,-0.570303142,0.04574883,0.04283122,1.03666544,-0.029949792
"2258","Mexico",70,2018,7,"7/1/2018","peace",1,"peace",0,68,10020.7998,1.08341527,2.42480278,137.7277208,0.000802997,0.425811043,6,8,9,1,3,16,0,-0.122602679,1,0,4.234106541,2.944438934,3.3528442,11874.47559,6.967359841,1.008912711,0.825926185,-0.570303142,0.04574883,0.04283122,1.03666544,-0.029949792
"2259","Pakistan",770,2018,7,"7/25/2018","vio",1,"peace",0,2,1453.878174,1.049991369,4.186619759,149.1604512,0.001729838,-0.09151649,6,7,7,1,6,2,4,3.238229752,1,0,1.098612309,2.390290737,1.949017287,9383.158203,7.436394268,1.044395697,0.165762946,-1.097421169,-0.055489652,0.006516255,0.963338196,-0.010891875
"2260","Mali",432,2018,7,"7/29/2018","vio",0,"peace",0,59,837.210022,1.054638505,4.310799122,96.08989921,0.003422659,-0.132733432,5,5,8,10,3,10,2,0.983784258,1,0,4.094344616,1.763588548,1.23821041,2273.373291,7.965923845,1.056179765,0.407723635,-0.998270512,0.086852595,0.060019221,1.027754188,-0.002553893
"2261","Cambodia",811,2018,7,"7/29/2018","vio",1,"vio",0,253,1498.819946,1.078574896,3.202746391,94.2121048,0.000770763,0.893950716,2,-4,3,1,5,2,4,-0.360058278,0,0,5.537334442,0,1.949017287,9383.158203,7.436394268,1.044395697,0.160800859,-1.097421169,-0.055489652,0.006516255,1.040882468,-0.010891875
"2262","Zimbabwe",552,2018,7,"7/30/2018","vio",1,"vio",0,9,1238.540039,1.077253699,3.841600418,93.00984572,0.007764504,0.326835792,5,4,6,1,13,2,13,-0.360058278,0,0,2.302585125,0,1.23821041,2273.373291,7.965923845,1.056179765,0.752986729,-0.998270512,0.086852595,0.060019221,1.10150516,-0.002553893
"2263","Zimbabwe",552,2018,7,"7/30/2018","vio",1,"vio",0,9,1238.540039,1.077253699,3.841600418,93.00984572,0.007764504,0.326835792,5,4,6,1,13,2,13,-0.360058278,0,0,2.302585125,0,1.23821041,2273.373291,7.965923845,1.056179765,0.752986729,-0.998270512,0.086852595,0.060019221,1.10150516,-0.002553893
"2264","Rwanda",517,2018,9,"9/3/2018","peace",0,"peace",0,291,776.2050171,1.02925992,3.437207937,88.67722727,0.001001819,1.384560912,3,-3,3,2,4,3,3,-0.351942033,0,0,5.676753998,0,1.257920569,2237.092773,7.962979532,1.055508713,0.353735447,-1.026198983,0.036826193,0.095460676,0.968697965,-0.005743111
"2265","Sweden",380,2018,9,"9/9/2018","peace",0,"peace",0,48,57782.82031,1.085161328,0.875468791,85.66616622,0.000595103,-0.198783482,7,10,10,13,0,13,0,-0.343815923,1,0,3.891820192,4.611814499,3.23814797,35281.96484,7.073452146,1.094013894,1.5269382,0.315630615,-0.011468146,0.048159152,0.930455685,0.010743496
"2266","Latvia",367,2018,10,"10/6/2018","peace",0,"peace",0,33,17241.21094,1.119365811,1.931521416,58.62647354,0.000938973,-0.030958261,7,8,9,4,1,4,1,-0.360058278,1,0,3.526360512,3.384390354,3.275823925,35745.47656,7.098324225,1.093245951,0.50445509,0.283527583,-0.02877908,0.031110574,1.053753376,0.010332801
"2267","Brazil",140,2018,10,"10/7/2018","peace",0,"peace",0,30,10514.58984,1.04938221,2.681021452,150.1196797,0.001357736,-0.089013183,6,8,9,16,0,16,0,-0.310466915,1,0,3.33220458,3.548179626,3.362229789,11874.47559,6.967359841,1.008912711,0.755204737,-0.570303142,0.043477751,0.04061513,0.895269394,-0.029949792
"2268","Cameroon",471,2018,10,"10/7/2018","vio",0,"peace",0,432,1328.599976,1.052306414,4.044804096,102.5948577,0.002959423,0.485607913,2,-4,6,6,4,7,4,0.542021334,0,0,6.070737839,0,1.251354281,2273.373291,7.965923845,1.056179765,0.680922031,-0.998270512,0.082797557,0.0567513,1.016838193,-0.002553893
"2269","Cameroon",471,2018,10,"10/7/2018","vio",0,"peace",0,432,1328.599976,1.052306414,4.044804096,102.5948577,0.002959423,0.485607913,2,-4,6,6,4,7,4,0.542021334,0,0,6.070737839,0,1.251354281,2273.373291,7.965923845,1.056179765,0.680922031,-0.998270512,0.082797557,0.0567513,1.016838193,-0.002553893
"2270","Bhutan",760,2018,10,"10/18/2018","peace",0,"peace",0,65,3217.320068,1.11448586,3.303216934,47.41603938,0.001433962,-0.050718441,5,5,8,6,0,6,0,-0.360058278,1,0,1.386294365,2.44234705,1.961281371,9383.158203,7.436394268,1.044395697,0.342686325,-1.150881767,-0.083703145,-0.022617234,1.029380441,-0.012043196
"2271","Afghanistan",700,2018,10,"10/20/2018","vio",1,"peace",0,50,601.2520142,1.022676587,4.194190025,110.1767502,0.001776248,-1.895075921,4,-1,4,1,6,4,1,27.51557159,1,0,3.931825638,1.625967264,1.961281371,9383.158203,7.436394268,1.044395697,0.057946801,-1.150881767,-0.083703145,-0.022617234,0.914104998,-0.012043196
"2272","Brazil",140,2018,10,"10/28/2018","peace",0,"peace",0,30,10514.58984,1.04938221,2.681021452,150.1196797,0.001357736,-0.089013183,6,8,9,17,0,17,0,-0.310466915,1,0,3.33220458,3.548179626,3.362229789,11874.47559,6.967359841,1.008912711,0.755204737,-0.570303142,0.043477751,0.04061513,0.895269394,-0.029949792
"2273","Georgia",372,2018,10,"10/28/2018","peace",0,"peace",0,60,4528.910156,1.098367572,2.360854149,68.18787621,0.000934078,-0.118029464,6,7,8,4,3,14,0,-0.360058278,1,0,4.110873699,2.756840467,3.275823925,35745.47656,7.098324225,1.093245951,0.123103127,0.283527583,-0.02877908,0.031110574,0.99460566,0.010332801
"2274","United States of America",2,2018,11,"11/6/2018","peace",0,"peace",0,23,61687.41016,1.036844373,1.722766638,161.3532,0.000307574,0.30273865,7,8,7,22,0,22,0,0.064228773,1,0,3.178053856,5.440973759,3.365283086,11874.47559,6.967359841,1.008912711,5.2722826,-0.570303142,0.042826623,0.039981905,1.036022067,-0.029949792
"2275","Madagascar",580,2018,11,"11/7/2018","peace",0,"peace",0,59,423.946991,1.028578162,3.580737352,103.7320384,0.001845442,-0.37862163,5,3,8,3,9,3,3,-0.35985586,1,0,1.386294365,1.763588548,1.255606393,2273.373291,7.965923845,1.056179765,0.202054814,-1.002519369,0.064999238,0.081153974,0.971531093,-0.002665535
"2276","Madagascar",580,2018,11,"11/7/2018","peace",0,"peace",0,59,423.946991,1.028578162,3.580737352,103.7320384,0.001845442,-0.37862163,5,3,8,3,9,3,3,-0.35985586,1,0,1.386294365,1.763588548,1.255606393,2273.373291,7.965923845,1.056179765,0.202054814,-1.002519369,0.064999238,0.081153974,0.971531093,-0.002665535
"2277","Ireland",205,2018,11,"11/10/2018","peace",0,"peace",0,18,74492.53906,1.085827708,1.098612309,72.34855673,0.000294403,0.164272345,7,10,10,14,1,16,0,-0.360058278,1,0,2.944438934,4.583265305,3.178659334,34862.375,7.179813961,1.093625532,2.182828665,0.238680959,-0.04728505,-0.048121333,1.0125314,0.008824054
"2278","Fiji",950,2018,12,"11/14/2018","peace",0,"peace",0,144,6114.410156,1.061334252,2.949688435,48.59701765,0.00177971,0.076375875,4,2,8,10,0,10,0,-0.360058278,0,0,4.976733685,0,1.968876665,9383.158203,7.436394268,1.044395697,0.612984419,-1.098820925,-0.052062385,0.041011356,0.996326089,-0.011946995
"2279","Madagascar",580,2018,12,"12/19/2018","peace",0,"peace",0,59,423.946991,1.028578162,3.580737352,103.7320384,0.001845442,-0.37862163,5,3,8,4,9,4,3,-0.35985586,1,0,1.609437943,1.777773261,1.259798091,2273.373291,7.965923845,1.056179765,0.202054814,-0.998270512,0.080399908,0.05483656,0.971531093,-0.002553893
"2280","Democratic Republic of Congo",490,2018,12,"12/30/2018","vio",1,"vio",1,216,466.3340149,0.99987781,4.310799122,129.9948489,0.002933666,0.252790063,5,5,8,1,3,1,4,2.564725161,0,0,5.379897118,0,1.259798091,2273.373291,7.965923845,1.056179765,0.197393447,-0.998270512,0.080399908,0.05483656,0.945769429,-0.002553893
"2281","Democratic Republic of Congo",490,2018,12,"12/30/2018","vio",1,"vio",1,216,466.3340149,0.99987781,4.310799122,129.9948489,0.002933666,0.252790063,5,5,8,1,3,1,4,2.564725161,0,0,5.379897118,0,1.259798091,2273.373291,7.965923845,1.056179765,0.197393447,-0.998270512,0.080399908,0.05483656,0.945769429,-0.002553893
"2282","Bangladesh",771,2018,12,"12/30/2018","vio",1,"vio",1,120,1659.52002,1.083145738,3.424262762,144.3461856,0.001164613,0.087876353,3,1,6,1,9,1,4,-0.140898898,1,0,4.795790672,2.390290737,1.968876665,9383.158203,7.436394268,1.044395697,0.185919285,-1.098820925,-0.052062385,0.041011356,1.04007709,-0.011946995
"2283","Guyana",110,2019,11,"11/1/2019",NA,0,NA,0,55,4881.89990234375,1.05016005039215,7.5027379989624,47.0974884033203,0.000381259073037654,-1.06989588616614,6,7,8,3,5,6,2,-0.357591152191162,1,0,4.02535152435303,3.33517622947693,3.39998488944737,12335.4326171875,7.14844275990913,1.00999270082635,0.395762354135513,0.580422401428223,0.0373751893639565,0.0347018018364906,1.03976988792419,0.00107998959720135
"2284","Bolivia",145,2019,10,"10/20/2019",NA,0,NA,0,166,3822.92993164062,1.03837978839874,7.71423101425171,87.586311340332,0.00387127650901675,-0.256516156873174,6,7,7,5,2,14,0,-0.354188084602356,1,0,5.11799383163452,3.63758611679077,3.39725626736993,12335.4326171875,7.14844275990913,1.00999270082635,0.309914529323578,0.580422401428223,0.0377153642475605,0.0350264795124531,1.02810621261597,0.00107998959720135
"2285","Argentina",160,2019,10,"10/27/2019",NA,0,NA,0,47,10604.150390625,0.912034332752228,8.15966033935547,114.90657043457,0.000824697257485241,0.511443957937756,7,9,9,18,2,19,0,-0.34716123342514,1,0,3.8712010383606,3.61091780662537,3.39725626736993,12335.4326171875,7.14844275990913,1.00999270082635,0.859649658203125,0.580422401428223,0.0377153642475605,0.0350264795124531,0.903010845184326,0.00107998959720135
"2286","Argentina",160,2019,10,"10/27/2019",NA,0,NA,0,47,10604.150390625,0.912034332752228,8.15966033935547,114.90657043457,0.000824697257485241,0.511443957937756,7,9,9,18,2,19,0,-0.34716123342514,1,0,3.8712010383606,3.61091780662537,3.39725626736993,12335.4326171875,7.14844275990913,1.00999270082635,0.859649658203125,0.580422401428223,0.0377153642475605,0.0350264795124531,0.903010845184326,0.00107998959720135
